latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
13.0,80.125,15.0,39600,Australia/Sydney,AEDT

time,temperature_2m (°C),precipitation (mm),rain (mm),pressure_msl (hPa),surface_pressure (hPa),visibility (m),wind_speed_80m (km/h),wind_direction_80m (°),soil_temperature_6cm (°C),soil_moisture_1_to_3cm (m³/m³)
2024-02-24T17:00,32.0,0.00,0.00,1013.2,1011.5,24140.00,16.3,158,34.1,0.100
2024-02-24T18:00,32.4,0.00,0.00,1012.4,1010.7,24140.00,16.4,151,35.3,0.100
2024-02-24T19:00,32.8,0.00,0.00,1011.5,1009.8,24140.00,17.6,145,36.2,0.100
2024-02-24T20:00,32.6,0.00,0.00,1010.4,1008.7,24140.00,18.7,140,36.3,0.100
2024-02-24T21:00,32.2,0.00,0.00,1009.7,1008.0,24140.00,19.6,137,36.0,0.100
2024-02-24T22:00,31.0,0.00,0.00,1009.6,1007.9,24140.00,22.4,132,35.0,0.100
2024-02-24T23:00,30.0,0.00,0.00,1010.1,1008.4,24140.00,20.7,131,33.9,0.100
2024-02-25T00:00,28.8,0.00,0.00,1010.7,1009.0,24140.00,21.4,132,31.8,0.100
2024-02-25T01:00,28.3,0.00,0.00,1011.7,1010.0,24140.00,20.7,131,30.5,0.099
2024-02-25T02:00,28.0,0.00,0.00,1012.7,1011.0,24140.00,20.3,127,29.8,0.099
2024-02-25T03:00,27.9,0.00,0.00,1012.8,1011.1,24140.00,19.9,125,29.4,0.099
2024-02-25T04:00,27.7,0.00,0.00,1012.7,1011.0,24140.00,18.7,128,29.1,0.099
2024-02-25T05:00,27.6,0.00,0.00,1012.6,1010.9,24140.00,16.1,129,28.9,0.099
2024-02-25T06:00,27.4,0.00,0.00,1012.2,1010.5,24140.00,13.2,133,28.6,0.099
2024-02-25T07:00,27.2,0.00,0.00,1011.7,1010.0,24140.00,10.9,134,28.4,0.099
2024-02-25T08:00,27.0,0.00,0.00,1011.1,1009.4,24140.00,9.7,132,28.1,0.099
2024-02-25T09:00,26.8,0.00,0.00,1010.5,1008.8,24140.00,10.5,128,27.9,0.099
2024-02-25T10:00,26.6,0.00,0.00,1010.3,1008.6,24140.00,11.3,127,27.6,0.099
2024-02-25T11:00,26.5,0.00,0.00,1010.6,1008.9,24140.00,9.6,124,27.4,0.099
2024-02-25T12:00,26.4,0.00,0.00,1011.2,1009.5,24140.00,8.9,122,27.1,0.099
2024-02-25T13:00,27.0,0.00,0.00,1011.9,1010.2,24140.00,8.4,115,27.4,0.099
2024-02-25T14:00,28.6,0.00,0.00,1013.1,1011.4,24140.00,9.8,114,29.1,0.098
2024-02-25T15:00,29.8,0.00,0.00,1013.8,1012.1,24140.00,11.3,107,31.4,0.098
2024-02-25T16:00,30.9,0.00,0.00,1014.1,1012.4,24140.00,12.2,104,33.7,0.098
2024-02-25T17:00,31.5,0.00,0.00,1013.2,1011.5,24140.00,14.7,112,35.3,0.098
2024-02-25T18:00,31.8,0.00,0.00,1012.3,1010.6,24140.00,16.3,108,36.5,0.098
2024-02-25T19:00,31.8,0.00,0.00,1011.3,1009.6,24140.00,18.3,106,37.1,0.098
2024-02-25T20:00,31.5,0.00,0.00,1010.5,1008.8,24140.00,18.8,102,37.1,0.098
2024-02-25T21:00,31.1,0.00,0.00,1010.3,1008.6,24140.00,19.8,102,36.7,0.098
2024-02-25T22:00,30.2,0.00,0.00,1010.0,1008.3,24140.00,20.5,101,35.4,0.098
2024-02-25T23:00,29.9,0.00,0.00,1010.5,1008.8,24140.00,18.6,99,33.9,0.098
2024-02-26T00:00,28.5,0.00,0.00,1010.5,1008.8,24140.00,18.1,96,31.7,0.098
2024-02-26T01:00,28.0,0.00,0.00,1011.4,1009.7,24140.00,16.9,90,30.4,0.098
2024-02-26T02:00,27.6,0.00,0.00,1012.0,1010.3,24140.00,15.5,86,29.5,0.098
2024-02-26T03:00,27.4,0.00,0.00,1012.4,1010.7,24140.00,14.1,84,29.0,0.098
2024-02-26T04:00,27.2,0.00,0.00,1012.5,1010.8,24140.00,15.6,83,28.5,0.098
2024-02-26T05:00,27.0,0.00,0.00,1012.9,1011.2,24140.00,14.6,80,28.3,0.098
2024-02-26T06:00,26.9,0.00,0.00,1012.5,1010.8,24140.00,14.6,80,28.0,0.098
2024-02-26T07:00,26.9,0.00,0.00,1011.9,1010.2,24140.00,13.6,78,28.0,0.097
2024-02-26T08:00,26.7,0.00,0.00,1011.3,1009.6,24140.00,13.7,76,27.8,0.097
2024-02-26T09:00,26.5,0.00,0.00,1011.0,1009.3,24140.00,15.1,78,27.5,0.097
2024-02-26T10:00,26.5,0.00,0.00,1011.1,1009.4,24140.00,13.3,77,27.4,0.097
2024-02-26T11:00,26.5,0.00,0.00,1011.4,1009.7,24140.00,9.9,80,27.2,0.098
2024-02-26T12:00,26.3,0.00,0.00,1011.8,1010.1,24140.00,13.5,74,27.0,0.098
2024-02-26T13:00,27.0,0.00,0.00,1012.9,1011.2,24140.00,18.7,74,27.2,0.098
2024-02-26T14:00,29.0,0.00,0.00,1013.6,1011.9,24140.00,19.0,80,28.9,0.098
2024-02-26T15:00,30.1,0.00,0.00,1014.5,1012.8,24140.00,22.9,82,30.8,0.098
2024-02-26T16:00,31.1,0.00,0.00,1014.8,1013.1,24140.00,22.9,83,32.5,0.098
2024-02-26T17:00,32.2,0.00,0.00,1014.1,1012.4,24140.00,19.4,79,33.9,0.098
2024-02-26T18:00,33.0,0.00,0.00,1013.4,1011.7,24140.00,20.9,79,35.1,0.098
2024-02-26T19:00,32.8,0.00,0.00,1012.3,1010.6,24140.00,21.5,80,35.5,0.098
2024-02-26T20:00,32.7,0.00,0.00,1011.2,1009.5,24140.00,22.2,82,35.6,0.097
2024-02-26T21:00,31.4,0.00,0.00,1010.6,1008.9,24140.00,23.3,81,34.8,0.097
2024-02-26T22:00,29.7,0.00,0.00,1010.7,1009.0,24140.00,24.1,73,33.4,0.097
2024-02-26T23:00,29.0,0.00,0.00,1011.1,1009.4,24140.00,19.8,65,32.0,0.097
2024-02-27T00:00,28.2,0.00,0.00,1011.6,1009.9,24140.00,19.8,63,30.5,0.097
2024-02-27T01:00,27.8,0.00,0.00,1012.4,1010.7,24140.00,19.5,62,29.6,0.097
2024-02-27T02:00,27.6,0.00,0.00,1013.2,1011.5,24140.00,20.1,63,29.1,0.097
2024-02-27T03:00,27.4,0.00,0.00,1013.5,1011.8,24140.00,19.3,66,28.8,0.097
2024-02-27T04:00,27.2,0.00,0.00,1013.5,1011.8,24140.00,19.0,63,28.5,0.097
2024-02-27T05:00,27.0,0.00,0.00,1013.5,1011.8,24140.00,16.0,54,28.3,0.097
2024-02-27T06:00,26.9,0.00,0.00,1013.3,1011.6,24140.00,17.1,55,28.0,0.097
2024-02-27T07:00,26.8,0.00,0.00,1012.9,1011.2,24140.00,16.9,52,27.9,0.097
2024-02-27T08:00,26.5,0.00,0.00,1012.5,1010.8,24140.00,16.9,50,27.6,0.097
2024-02-27T09:00,26.3,0.00,0.00,1012.4,1010.7,24140.00,17.1,49,27.4,0.097
2024-02-27T10:00,26.1,0.00,0.00,1012.0,1010.3,24140.00,17.9,50,27.1,0.097
2024-02-27T11:00,26.2,0.00,0.00,1012.8,1011.1,24140.00,14.0,48,27.1,0.096
2024-02-27T12:00,26.0,0.00,0.00,1012.7,1011.0,24140.00,14.8,47,26.9,0.096
2024-02-27T13:00,27.0,0.00,0.00,1013.6,1011.9,24140.00,13.5,42,27.1,0.096
2024-02-27T14:00,29.0,0.00,0.00,1014.0,1012.3,24140.00,16.1,48,28.8,0.096
2024-02-27T15:00,30.0,0.00,0.00,1014.9,1013.2,24140.00,19.3,57,30.5,0.096
2024-02-27T16:00,30.5,0.00,0.00,1015.0,1013.3,24140.00,21.3,62,31.6,0.096
2024-02-27T17:00,31.4,0.00,0.00,1014.4,1012.7,24140.00,19.3,63,33.5,0.096
2024-02-27T18:00,31.6,0.00,0.00,1013.8,1012.1,24140.00,20.5,62,34.6,0.096
2024-02-27T19:00,31.9,0.00,0.00,1012.7,1011.0,24140.00,21.3,64,35.2,0.096
2024-02-27T20:00,31.6,0.00,0.00,1011.8,1010.1,24140.00,21.6,64,35.3,0.096
2024-02-27T21:00,30.8,0.00,0.00,1010.8,1009.1,24140.00,21.4,65,34.9,0.096
2024-02-27T22:00,29.6,0.00,0.00,1010.9,1009.2,24140.00,21.1,65,33.7,0.096
2024-02-27T23:00,29.1,0.00,0.00,1011.4,1009.7,24140.00,20.4,64,32.6,0.095
2024-02-28T00:00,27.9,0.00,0.00,1011.5,1009.8,24140.00,19.2,64,30.7,0.095
2024-02-28T01:00,27.4,0.00,0.00,1012.1,1010.4,24140.00,17.7,63,29.5,0.095
2024-02-28T02:00,27.1,0.00,0.00,1012.8,1011.1,24140.00,16.5,67,29.0,0.095
2024-02-28T03:00,26.9,0.00,0.00,1013.6,1011.9,24140.00,14.8,67,28.5,0.095
2024-02-28T04:00,26.7,0.00,0.00,1013.9,1012.2,24140.00,13.2,64,28.2,0.095
2024-02-28T05:00,26.5,0.00,0.00,1013.8,1012.1,24140.00,10.7,45,28.0,0.095
2024-02-28T06:00,26.1,0.00,0.00,1013.4,1011.7,24140.00,10.9,34,27.6,0.095
2024-02-28T07:00,25.9,0.00,0.00,1013.0,1011.3,24140.00,10.6,18,27.2,0.095
2024-02-28T08:00,25.5,0.00,0.00,1012.3,1010.6,24140.00,10.1,6,26.9,0.095
2024-02-28T09:00,25.0,0.00,0.00,1011.9,1010.2,24140.00,9.7,360,26.6,0.095
2024-02-28T10:00,24.7,0.00,0.00,1011.6,1009.9,24140.00,9.8,354,26.4,0.095
2024-02-28T11:00,24.7,0.00,0.00,1012.2,1010.5,24140.00,9.9,350,26.0,0.094
2024-02-28T12:00,24.5,0.00,0.00,1012.8,1011.1,24140.00,10.5,354,25.6,0.094
2024-02-28T13:00,25.3,0.00,0.00,1013.7,1012.0,24140.00,10.4,358,26.0,0.094
2024-02-28T14:00,27.5,0.00,0.00,1014.5,1012.8,24140.00,8.3,18,28.1,0.094
2024-02-28T15:00,29.5,0.00,0.00,1014.8,1013.1,24140.00,13.2,47,30.8,0.094
2024-02-28T16:00,30.6,0.00,0.00,1014.6,1012.9,24140.00,14.1,58,33.0,0.094
2024-02-28T17:00,31.9,0.00,0.00,1013.7,1012.0,24140.00,14.9,53,34.3,0.094
2024-02-28T18:00,32.3,0.00,0.00,1012.5,1010.8,24140.00,16.7,57,35.5,0.094
2024-02-28T19:00,32.5,0.00,0.00,1011.7,1010.0,24140.00,17.9,62,36.1,0.094
2024-02-28T20:00,32.0,0.00,0.00,1010.3,1008.6,24140.00,19.0,65,36.2,0.094
2024-02-28T21:00,31.4,0.00,0.00,1009.8,1008.1,24140.00,19.7,66,35.5,0.094
2024-02-28T22:00,30.1,0.00,0.00,1009.6,1007.9,24140.00,19.8,65,34.3,0.094
2024-02-28T23:00,29.2,0.00,0.00,1010.4,1008.7,24140.00,19.5,65,32.8,0.094
2024-02-29T00:00,27.8,0.00,0.00,1010.7,1009.0,24140.00,18.8,64,30.7,0.094
2024-02-29T01:00,27.2,0.00,0.00,1011.7,1010.0,24140.00,18.0,64,29.4,0.094
2024-02-29T02:00,26.9,0.00,0.00,1012.4,1010.7,24140.00,16.6,66,28.6,0.094
2024-02-29T03:00,26.4,0.00,0.00,1012.9,1011.2,24140.00,14.7,68,28.0,0.093
2024-02-29T04:00,25.9,0.00,0.00,1013.0,1011.3,24140.00,12.0,69,27.5,0.093
2024-02-29T05:00,26.0,0.00,0.00,1012.6,1010.9,24140.00,11.8,52,27.4,0.093
2024-02-29T06:00,25.7,0.00,0.00,1012.0,1010.3,24140.00,9.4,32,27.0,0.093
2024-02-29T07:00,25.2,0.00,0.00,1011.6,1009.9,24140.00,9.5,9,26.6,0.093
2024-02-29T08:00,24.7,0.00,0.00,1011.1,1009.4,24140.00,9.4,353,26.3,0.093
2024-02-29T09:00,24.2,0.00,0.00,1010.7,1009.0,24140.00,9.4,342,26.0,0.093
2024-02-29T10:00,23.8,0.00,0.00,1010.6,1008.9,24140.00,8.9,339,25.6,0.093
2024-02-29T11:00,23.5,0.00,0.00,1011.1,1009.4,24140.00,7.4,331,25.4,0.092
2024-02-29T12:00,23.2,0.00,0.00,1011.9,1010.2,24140.00,6.6,331,25.1,0.092
2024-02-29T13:00,24.0,0.00,0.00,1013.0,1011.3,24140.00,6.2,324,25.4,0.092
2024-02-29T14:00,26.3,0.00,0.00,1014.2,1012.5,24140.00,3.1,324,27.4,0.092
2024-02-29T15:00,28.8,0.00,0.00,1014.8,1013.1,24140.00,7.4,76,30.2,0.092
2024-02-29T16:00,30.6,0.00,0.00,1015.0,1013.3,24140.00,10.9,84,32.9,0.091
2024-02-29T17:00,32.5,0.00,0.00,1014.1,1012.4,24140.00,11.6,85,35.4,0.091
2024-02-29T18:00,32.9,0.00,0.00,1013.2,1011.5,24140.00,14.5,84,36.7,0.091
2024-02-29T19:00,32.9,0.00,0.00,1011.5,1009.8,24140.00,16.3,85,37.3,0.091
2024-02-29T20:00,32.6,0.00,0.00,1010.8,1009.1,24140.00,17.3,86,37.3,0.091
2024-02-29T21:00,31.9,0.00,0.00,1010.0,1008.3,24140.00,17.7,85,36.8,0.091
2024-02-29T22:00,30.6,0.00,0.00,1010.5,1008.8,24140.00,17.9,81,35.3,0.091
2024-02-29T23:00,30.0,0.00,0.00,1011.0,1009.3,24140.00,15.3,75,34.2,0.091
2024-03-01T00:00,28.6,0.00,0.00,1011.6,1009.9,24140.00,15.7,70,31.8,0.091
2024-03-01T01:00,27.9,0.00,0.00,1012.7,1011.0,24140.00,15.2,68,30.2,0.091
2024-03-01T02:00,27.5,0.00,0.00,1013.7,1012.0,24140.00,14.6,70,29.4,0.091
2024-03-01T03:00,27.1,0.00,0.00,1014.3,1012.6,24140.00,14.1,75,28.8,0.091
2024-03-01T04:00,26.7,0.00,0.00,1014.1,1012.4,24140.00,13.0,85,28.3,0.091
2024-03-01T05:00,26.8,0.00,0.00,1014.6,1012.9,24140.00,10.3,78,28.2,0.091
2024-03-01T06:00,26.5,0.00,0.00,1014.0,1012.3,24140.00,9.7,75,27.9,0.091
2024-03-01T07:00,26.4,0.00,0.00,1013.6,1011.9,24140.00,8.9,76,27.7,0.091
2024-03-01T08:00,26.2,0.00,0.00,1012.6,1010.9,24140.00,8.0,80,27.5,0.091
2024-03-01T09:00,26.1,0.00,0.00,1012.6,1010.9,24140.00,7.2,87,27.3,0.091
2024-03-01T10:00,25.9,0.00,0.00,1012.3,1010.6,24140.00,5.8,94,27.0,0.091
2024-03-01T11:00,24.8,0.00,0.00,1012.9,1011.2,24140.00,2.5,45,26.5,0.090
2024-03-01T12:00,24.1,0.00,0.00,1013.5,1011.8,24140.00,2.7,337,26.2,0.090
2024-03-01T13:00,24.2,0.00,0.00,1014.5,1012.8,24140.00,5.1,315,26.4,0.090
2024-03-01T14:00,26.2,0.00,0.00,1015.6,1013.9,24140.00,4.0,297,28.0,0.090
2024-03-01T15:00,29.0,0.00,0.00,1015.9,1014.2,24140.00,2.1,59,30.6,0.090
2024-03-01T16:00,31.1,0.00,0.00,1015.9,1014.2,24140.00,5.4,82,33.6,0.090
2024-03-01T17:00,32.7,0.00,0.00,1015.2,1013.5,24140.00,10.0,77,36.2,0.090
2024-03-01T18:00,33.0,0.00,0.00,1014.2,1012.5,24140.00,14.9,83,37.5,0.090
2024-03-01T19:00,33.0,0.00,0.00,1013.3,1011.6,24140.00,16.3,85,38.2,0.090
2024-03-01T20:00,32.5,0.00,0.00,1012.3,1010.6,24140.00,17.0,85,38.2,0.090
2024-03-01T21:00,31.9,0.00,0.00,1011.8,1010.1,24140.00,17.3,86,37.5,0.089
2024-03-01T22:00,30.8,0.00,0.00,1011.7,1010.0,24140.00,16.6,86,36.1,0.089
2024-03-01T23:00,30.3,0.00,0.00,1011.8,1010.1,24140.00,14.2,81,34.6,0.089
2024-03-02T00:00,28.8,0.00,0.00,1012.3,1010.6,24140.00,14.6,81,32.2,0.089
2024-03-02T01:00,28.0,0.00,0.00,1012.9,1011.2,24140.00,14.6,81,30.5,0.089
2024-03-02T02:00,27.5,0.00,0.00,1013.8,1012.1,24140.00,14.3,80,29.5,0.089
2024-03-02T03:00,27.0,0.00,0.00,1014.2,1012.5,24140.00,13.4,82,28.9,0.089
2024-03-02T04:00,26.6,0.00,0.00,1014.3,1012.6,24140.00,12.3,83,28.4,0.089
2024-03-02T05:00,26.3,0.00,0.00,1014.5,1012.8,24140.00,8.0,85,27.9,0.089
2024-03-02T06:00,25.8,0.00,0.00,1013.8,1012.1,24140.00,5.8,90,27.4,0.089
2024-03-02T07:00,25.5,0.00,0.00,1013.4,1011.7,24140.00,2.9,97,26.9,0.089
2024-03-02T08:00,24.6,0.00,0.00,1012.6,1010.9,24140.00,1.4,180,26.4,0.089
2024-03-02T09:00,23.6,0.00,0.00,1012.3,1010.6,24140.00,4.4,215,26.0,0.089
2024-03-02T10:00,23.2,0.00,0.00,1011.8,1010.1,24140.00,7.1,221,25.6,0.089
2024-03-02T11:00,23.5,0.00,0.00,1012.1,1010.4,24140.00,7.4,209,25.9,0.092
2024-03-02T12:00,23.0,0.00,0.00,1012.5,1010.7,24140.00,7.1,229,25.5,0.092
2024-03-02T13:00,23.4,0.00,0.00,1013.6,1011.8,24140.00,6.2,249,25.8,0.092
2024-03-02T14:00,25.8,0.00,0.00,1015.0,1013.3,24140.00,3.6,270,27.5,0.091
2024-03-02T15:00,28.7,0.00,0.00,1015.6,1013.9,24140.00,1.5,166,30.3,0.091
2024-03-02T16:00,31.0,0.00,0.00,1015.1,1013.4,24140.00,6.4,117,33.3,0.091
2024-03-02T17:00,32.1,0.00,0.00,1014.2,1012.5,24140.00,6.6,112,35.3,0.091
2024-03-02T18:00,33.0,0.00,0.00,1013.4,1011.7,24140.00,10.6,114,37.1,0.091
2024-03-02T19:00,33.5,0.00,0.00,1012.6,1010.9,24140.00,12.9,117,38.0,0.091
2024-03-02T20:00,33.3,0.00,0.00,1011.4,1009.7,24140.00,13.5,115,38.3,0.091
2024-03-02T21:00,32.6,0.00,0.00,1010.7,1009.0,24140.00,14.4,112,37.8,0.091
2024-03-02T22:00,31.2,0.00,0.00,1010.5,1008.8,24140.00,15.6,109,36.3,0.091
2024-03-02T23:00,30.4,0.00,0.00,1010.4,1008.7,24140.00,13.9,115,34.7,0.091
2024-03-03T00:00,28.5,0.00,0.00,1010.9,1009.2,24140.00,15.6,113,32.0,0.091
2024-03-03T01:00,27.9,0.00,0.00,1011.8,1010.1,24140.00,15.9,115,30.3,0.091
2024-03-03T02:00,27.5,0.00,0.00,1013.0,1011.3,24140.00,16.6,117,29.4,0.091
2024-03-03T03:00,27.0,0.00,0.00,1013.4,1011.7,24140.00,16.8,118,28.8,0.091
2024-03-03T04:00,26.5,0.00,0.00,1013.5,1011.8,24140.00,15.5,118,28.2,0.091
2024-03-03T05:00,26.5,0.00,0.00,1013.7,1012.0,24140.00,14.2,117,28.0,0.091
2024-03-03T06:00,26.1,0.00,0.00,1013.2,1011.5,24140.00,13.0,118,27.6,0.091
2024-03-03T07:00,26.0,0.00,0.00,1012.5,1010.8,24140.00,13.2,119,27.3,0.091
2024-03-03T08:00,26.0,0.00,0.00,1011.9,1010.2,24140.00,13.4,121,27.1,0.091
2024-03-03T09:00,25.9,0.00,0.00,1011.4,1009.7,24140.00,12.0,123,27.0,0.091
2024-03-03T10:00,25.9,0.00,0.00,1011.5,1009.8,24140.00,9.7,129,26.8,0.091
2024-03-03T11:00,25.0,0.00,0.00,1011.8,1010.1,24140.00,5.0,159,26.0,0.098
2024-03-03T12:00,24.6,0.00,0.00,1012.4,1010.7,24140.00,5.4,184,25.7,0.097
2024-03-03T13:00,25.0,0.00,0.00,1013.3,1011.6,24140.00,5.7,198,26.0,0.097
2024-03-03T14:00,27.1,0.00,0.00,1014.0,1012.3,24140.00,4.3,185,28.1,0.097
2024-03-03T15:00,29.0,0.00,0.00,1014.3,1012.6,24140.00,7.6,155,31.0,0.097
2024-03-03T16:00,30.6,0.00,0.00,1014.0,1012.3,24140.00,8.5,152,33.7,0.097
2024-03-03T17:00,32.5,0.00,0.00,1013.6,1011.9,24140.00,8.7,142,36.2,0.097
2024-03-03T18:00,33.2,0.00,0.00,1012.4,1010.7,24140.00,11.5,139,37.7,0.097
2024-03-03T19:00,33.5,0.00,0.00,1011.4,1009.7,24140.00,14.3,133,38.6,0.097
2024-03-03T20:00,33.0,0.00,0.00,1010.2,1008.5,24140.00,16.4,130,38.5,0.097
2024-03-03T21:00,32.0,0.00,0.00,1009.7,1008.0,24140.00,17.9,130,37.8,0.097
2024-03-03T22:00,30.6,0.00,0.00,1009.7,1008.0,24140.00,19.5,129,36.3,0.097
2024-03-03T23:00,29.6,0.00,0.00,1010.0,1008.3,24140.00,18.4,130,34.4,0.097
2024-03-04T00:00,28.2,0.00,0.00,1010.6,1008.9,24140.00,18.7,130,31.9,0.097
2024-03-04T01:00,27.5,0.00,0.00,1011.3,1009.6,24140.00,17.7,129,30.2,0.097
2024-03-04T02:00,27.2,0.00,0.00,1012.6,1010.9,24140.00,15.7,127,29.4,0.097
2024-03-04T03:00,26.8,0.00,0.00,1012.9,1011.2,24140.00,14.3,129,28.8,0.097
2024-03-04T04:00,26.4,0.00,0.00,1012.7,1011.0,24140.00,14.1,130,28.3,0.097
2024-03-04T05:00,26.4,0.00,0.00,1012.6,1010.9,24140.00,12.1,127,28.1,0.097
2024-03-04T06:00,26.0,0.00,0.00,1012.0,1010.3,24140.00,11.5,131,27.7,0.097
2024-03-04T07:00,25.8,0.00,0.00,1011.6,1009.9,24140.00,9.4,133,27.1,0.096
2024-03-04T08:00,25.5,0.00,0.00,1011.1,1009.4,24140.00,7.4,141,26.6,0.096
2024-03-04T09:00,25.1,0.00,0.00,1011.2,1009.5,24140.00,5.0,150,26.1,0.096
2024-03-04T10:00,24.5,0.00,0.00,1011.1,1009.4,24140.00,3.0,194,25.7,0.096
2024-03-04T11:00,24.5,0.00,0.00,1011.7,1010.0,24140.00,4.0,153,25.8,0.095
2024-03-04T12:00,23.8,0.00,0.00,1011.9,1010.2,24140.00,4.3,185,25.6,0.095
2024-03-04T13:00,24.6,0.00,0.00,1012.9,1011.2,24140.00,5.2,205,26.0,0.095
2024-03-04T14:00,26.7,0.00,0.00,1013.5,1011.8,24140.00,3.9,202,27.9,0.095
2024-03-04T15:00,28.9,0.00,0.00,1013.8,1012.1,24140.00,8.1,148,30.7,0.095
2024-03-04T16:00,30.5,0.00,0.00,1013.6,1011.9,24140.00,9.2,141,33.5,0.095
2024-03-04T17:00,31.6,0.00,0.00,1013.8,1012.1,24140.00,11.3,127,35.5,0.095
2024-03-04T18:00,32.2,0.00,0.00,1012.9,1011.2,24140.00,13.4,126,37.0,0.095
2024-03-04T19:00,32.2,0.00,0.00,1012.2,1010.5,24140.00,14.5,125,37.8,0.095
2024-03-04T20:00,32.0,0.00,0.00,1010.8,1009.1,24140.00,15.4,123,37.9,0.095
2024-03-04T21:00,31.2,0.00,0.00,1010.0,1008.3,24140.00,16.0,121,37.2,0.095
2024-03-04T22:00,30.2,0.00,0.00,1009.7,1008.0,24140.00,16.6,120,35.8,0.095
2024-03-04T23:00,29.6,0.00,0.00,1010.4,1008.7,24140.00,15.8,117,34.2,0.095
2024-03-05T00:00,28.4,0.00,0.00,1011.2,1009.5,24140.00,16.1,117,31.9,0.095
2024-03-05T01:00,27.9,0.00,0.00,1012.4,1010.7,24140.00,15.3,117,30.3,0.095
2024-03-05T02:00,27.5,0.00,0.00,1013.3,1011.6,24140.00,13.0,118,29.4,0.095
2024-03-05T03:00,27.0,0.00,0.00,1013.7,1012.0,24140.00,11.0,122,28.8,0.095
2024-03-05T04:00,26.5,0.00,0.00,1013.5,1011.8,24140.00,10.9,124,28.2,0.095
2024-03-05T05:00,25.9,0.00,0.00,1013.3,1011.6,24140.00,11.9,125,27.5,0.094
2024-03-05T06:00,25.6,0.00,0.00,1012.7,1011.0,24140.00,10.2,132,27.1,0.094
2024-03-05T07:00,25.2,0.00,0.00,1012.2,1010.5,24140.00,6.5,146,26.6,0.094
2024-03-05T08:00,24.9,0.00,0.00,1011.7,1010.0,24140.00,5.7,162,26.3,0.094
2024-03-05T09:00,24.7,0.00,0.00,1011.5,1009.8,24140.00,4.8,193,25.9,0.094
2024-03-05T10:00,23.8,0.00,0.00,1011.5,1009.8,24140.00,6.4,223,25.5,0.094
2024-03-05T11:00,23.9,0.00,0.00,1011.6,1009.9,24140.00,6.9,231,25.7,0.096
2024-03-05T12:00,23.1,0.00,0.00,1012.3,1010.6,24140.00,7.9,254,25.4,0.096
2024-03-05T13:00,23.8,0.00,0.00,1013.2,1011.5,24140.00,8.3,270,25.7,0.095
2024-03-05T14:00,26.0,0.00,0.00,1014.3,1012.6,24140.00,5.1,274,27.5,0.095
2024-03-05T15:00,28.3,0.00,0.00,1014.5,1012.8,24140.00,1.8,169,30.2,0.095
2024-03-05T16:00,30.3,0.00,0.00,1014.1,1012.4,24140.00,6.2,126,33.1,0.095
2024-03-05T17:00,31.8,0.00,0.00,1013.4,1011.7,24140.00,8.6,112,35.6,0.095
2024-03-05T18:00,32.3,0.00,0.00,1012.4,1010.7,24140.00,13.2,116,37.0,0.095
2024-03-05T19:00,32.2,0.00,0.00,1011.6,1009.9,24140.00,14.8,116,37.7,0.095
2024-03-05T20:00,31.9,0.00,0.00,1010.4,1008.7,24140.00,15.3,117,37.8,0.095
2024-03-05T21:00,31.0,0.00,0.00,1010.0,1008.3,24140.00,15.9,115,37.0,0.095
2024-03-05T22:00,30.0,0.00,0.00,1010.0,1008.3,24140.00,16.4,116,35.5,0.095
2024-03-05T23:00,29.4,0.00,0.00,1010.4,1008.7,24140.00,14.2,111,34.0,0.095
2024-03-06T00:00,28.2,0.00,0.00,1011.3,1009.6,24140.00,13.4,114,31.7,0.095
2024-03-06T01:00,27.8,0.00,0.00,1012.3,1010.6,24140.00,12.4,112,30.3,0.095
2024-03-06T02:00,27.5,0.00,0.00,1013.0,1011.3,24140.00,11.0,113,29.5,0.095
2024-03-06T03:00,27.0,0.00,0.00,1012.9,1011.2,24140.00,9.7,117,28.9,0.095
2024-03-06T04:00,26.8,0.00,0.00,1013.1,1011.4,24140.00,8.3,124,28.4,0.095
2024-03-06T05:00,26.6,0.00,0.00,1013.2,1011.5,24140.00,8.9,122,28.1,0.095
2024-03-06T06:00,26.4,0.00,0.00,1012.9,1011.2,24140.00,8.2,131,27.7,0.095
2024-03-06T07:00,26.1,0.00,0.00,1012.3,1010.6,24140.00,7.4,137,27.2,0.095
2024-03-06T08:00,25.9,0.00,0.00,1011.5,1009.8,24140.00,7.9,137,26.9,0.094
2024-03-06T09:00,25.5,0.00,0.00,1010.6,1008.9,24140.00,10.3,144,26.5,0.094
2024-03-06T10:00,25.1,0.00,0.00,1010.0,1008.3,24140.00,10.1,163,26.1,0.094
2024-03-06T11:00,23.7,0.00,0.00,1011.2,1009.5,24140.00,8.2,229,25.5,0.098
2024-03-06T12:00,23.0,0.00,0.00,1012.1,1010.4,24140.00,11.7,261,25.2,0.098
2024-03-06T13:00,23.7,0.00,0.00,1013.4,1011.7,24140.00,12.6,273,25.5,0.098
2024-03-06T14:00,26.1,0.00,0.00,1014.2,1012.5,24140.00,8.3,265,27.5,0.098
2024-03-06T15:00,28.4,0.00,0.00,1014.3,1012.6,24140.00,7.1,229,30.3,0.098
2024-03-06T16:00,30.5,0.00,0.00,1014.2,1012.5,24140.00,5.2,205,33.5,0.098
2024-03-06T17:00,32.2,0.00,0.00,1013.3,1011.6,24140.00,3.6,135,35.4,0.098
