latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
13.0,80.125,15.0,39600,Australia/Sydney,AEDT

time,temperature_2m (°C),precipitation (mm),rain (mm),pressure_msl (hPa),surface_pressure (hPa),visibility (m),wind_speed_80m (km/h),wind_direction_80m (°),soil_temperature_6cm (°C),soil_moisture_1_to_3cm (m³/m³)
2024-02-13T16:00,30.0,0.00,0.00,1017.7,1016.0,24140.00,13.8,57,30.9,0.099
2024-02-13T17:00,30.8,0.00,0.00,1017.3,1015.6,24140.00,14.8,51,32.0,0.098
2024-02-13T18:00,31.6,0.00,0.00,1016.1,1014.4,24140.00,16.4,57,33.3,0.098
2024-02-13T19:00,31.6,0.00,0.00,1014.8,1013.1,24140.00,17.3,59,34.0,0.098
2024-02-13T20:00,31.5,0.00,0.00,1013.7,1012.0,24140.00,18.5,61,34.2,0.098
2024-02-13T21:00,30.8,0.00,0.00,1013.3,1011.6,24140.00,20.5,62,33.7,0.098
2024-02-13T22:00,29.6,0.00,0.00,1013.5,1011.8,24140.00,22.1,60,32.7,0.098
2024-02-13T23:00,29.2,0.00,0.00,1014.1,1012.4,24140.00,19.9,58,31.8,0.098
2024-02-14T00:00,27.7,0.00,0.00,1014.7,1013.0,24140.00,21.4,57,30.0,0.098
2024-02-14T01:00,27.2,0.00,0.00,1015.7,1014.0,24140.00,20.5,56,28.9,0.098
2024-02-14T02:00,27.0,0.00,0.00,1016.3,1014.6,24140.00,19.1,58,28.3,0.098
2024-02-14T03:00,26.7,0.00,0.00,1016.2,1014.5,20220.00,17.4,60,27.9,0.098
2024-02-14T04:00,26.5,0.00,0.00,1015.9,1014.2,23220.00,15.9,62,27.5,0.098
2024-02-14T05:00,26.3,0.00,0.00,1016.3,1014.6,24140.00,15.8,55,27.3,0.098
2024-02-14T06:00,26.1,0.00,0.00,1015.7,1014.0,24140.00,16.1,56,27.1,0.098
2024-02-14T07:00,25.9,0.00,0.00,1015.3,1013.6,24140.00,14.9,53,26.9,0.098
2024-02-14T08:00,25.8,0.00,0.00,1014.3,1012.6,24140.00,14.3,51,26.7,0.098
2024-02-14T09:00,25.8,0.00,0.00,1014.1,1012.4,24140.00,13.6,50,26.6,0.098
2024-02-14T10:00,25.8,0.00,0.00,1013.8,1012.1,24140.00,13.1,53,26.5,0.098
2024-02-14T11:00,25.5,0.00,0.00,1014.6,1012.9,24140.00,11.2,45,26.1,0.099
2024-02-14T12:00,25.5,0.00,0.00,1014.9,1013.2,24140.00,11.5,49,26.0,0.099
2024-02-14T13:00,26.2,0.00,0.00,1015.7,1014.0,24140.00,12.0,49,26.1,0.099
2024-02-14T14:00,28.0,0.00,0.00,1016.6,1014.9,24140.00,13.2,55,27.8,0.099
2024-02-14T15:00,29.2,0.00,0.00,1017.3,1015.6,24140.00,15.8,69,29.9,0.099
2024-02-14T16:00,30.0,0.00,0.00,1017.4,1015.7,24140.00,15.5,72,31.6,0.099
2024-02-14T17:00,30.8,0.00,0.00,1016.5,1014.8,24140.00,16.8,59,32.4,0.099
2024-02-14T18:00,31.2,0.00,0.00,1015.7,1014.0,24140.00,18.5,61,33.5,0.099
2024-02-14T19:00,31.2,0.00,0.00,1014.5,1012.8,24140.00,19.5,62,34.2,0.099
2024-02-14T20:00,31.0,0.00,0.00,1013.3,1011.6,24140.00,19.5,62,34.3,0.099
2024-02-14T21:00,30.4,0.00,0.00,1013.0,1011.3,24140.00,19.5,62,33.8,0.099
2024-02-14T22:00,29.5,0.00,0.00,1012.9,1011.2,24140.00,19.0,63,32.8,0.099
2024-02-14T23:00,29.1,0.00,0.00,1013.5,1011.8,24140.00,18.4,64,32.2,0.099
2024-02-15T00:00,27.8,0.00,0.00,1013.9,1012.2,24140.00,18.5,63,30.2,0.099
2024-02-15T01:00,27.2,0.00,0.00,1014.2,1012.5,24140.00,18.2,65,29.0,0.099
2024-02-15T02:00,26.9,0.00,0.00,1015.1,1013.4,24140.00,17.4,66,28.3,0.099
2024-02-15T03:00,26.6,0.00,0.00,1015.4,1013.7,24140.00,16.3,65,27.9,0.099
2024-02-15T04:00,26.4,0.00,0.00,1015.5,1013.8,24140.00,14.5,63,27.5,0.099
2024-02-15T05:00,26.4,0.00,0.00,1015.7,1014.0,24140.00,12.6,59,27.4,0.099
2024-02-15T06:00,26.0,0.00,0.00,1014.9,1013.2,24140.00,11.8,59,27.0,0.099
2024-02-15T07:00,25.8,0.00,0.00,1014.6,1012.9,24140.00,11.0,58,26.6,0.099
2024-02-15T08:00,25.6,0.00,0.00,1013.6,1011.9,24140.00,10.6,55,26.4,0.099
2024-02-15T09:00,25.4,0.00,0.00,1013.0,1011.3,24140.00,10.7,50,26.1,0.099
2024-02-15T10:00,25.0,0.00,0.00,1013.0,1011.3,24140.00,11.5,51,25.8,0.099
2024-02-15T11:00,24.8,0.00,0.00,1014.0,1012.3,24140.00,10.6,55,25.5,0.097
2024-02-15T12:00,24.6,0.00,0.00,1015.2,1013.5,24140.00,10.2,48,25.4,0.097
2024-02-15T13:00,25.1,0.00,0.00,1015.9,1014.2,24140.00,10.7,48,25.5,0.097
2024-02-15T14:00,27.0,0.00,0.00,1016.9,1015.2,24140.00,10.6,55,27.1,0.097
2024-02-15T15:00,28.1,0.00,0.00,1017.1,1015.4,24140.00,14.1,71,29.3,0.097
2024-02-15T16:00,29.5,0.00,0.00,1017.2,1015.5,24140.00,14.5,76,31.5,0.097
2024-02-15T17:00,30.4,0.00,0.00,1016.8,1015.1,24140.00,15.5,72,32.9,0.097
2024-02-15T18:00,30.7,0.00,0.00,1016.1,1014.4,24140.00,16.1,74,33.9,0.097
2024-02-15T19:00,31.0,0.00,0.00,1014.8,1013.1,24140.00,17.1,75,34.6,0.097
2024-02-15T20:00,30.8,0.00,0.00,1013.6,1011.9,24140.00,17.2,74,34.8,0.097
2024-02-15T21:00,30.2,0.00,0.00,1013.0,1011.3,24140.00,17.4,72,34.4,0.097
2024-02-15T22:00,29.2,0.00,0.00,1013.3,1011.6,24140.00,18.1,69,33.2,0.097
2024-02-15T23:00,28.9,0.00,0.00,1013.7,1012.0,24140.00,17.1,68,32.0,0.097
2024-02-16T00:00,27.5,0.00,0.00,1014.3,1012.6,24140.00,17.1,65,30.0,0.097
2024-02-16T01:00,27.0,0.00,0.00,1014.7,1013.0,24140.00,16.4,64,28.8,0.097
2024-02-16T02:00,26.8,0.00,0.00,1015.2,1013.5,24140.00,16.3,59,28.2,0.097
2024-02-16T03:00,26.4,0.00,0.00,1015.3,1013.6,24140.00,15.6,56,27.8,0.097
2024-02-16T04:00,26.1,0.00,0.00,1015.3,1013.6,24140.00,14.8,51,27.4,0.097
2024-02-16T05:00,26.1,0.00,0.00,1015.8,1014.1,24140.00,14.1,52,27.1,0.097
2024-02-16T06:00,25.9,0.00,0.00,1015.4,1013.7,24140.00,13.5,48,26.9,0.097
2024-02-16T07:00,25.6,0.00,0.00,1014.7,1013.0,24140.00,13.6,40,26.6,0.097
2024-02-16T08:00,25.4,0.00,0.00,1014.2,1012.5,24140.00,13.9,37,26.5,0.097
2024-02-16T09:00,25.2,0.00,0.00,1013.3,1011.6,24140.00,14.4,37,26.2,0.097
2024-02-16T10:00,25.1,0.00,0.00,1014.0,1012.3,24140.00,14.2,36,26.0,0.097
2024-02-16T11:00,25.1,0.00,0.00,1014.2,1012.5,24140.00,11.8,38,25.9,0.096
2024-02-16T12:00,25.0,0.00,0.00,1015.0,1013.3,24140.00,12.3,38,25.6,0.095
2024-02-16T13:00,25.5,0.00,0.00,1015.6,1013.9,24140.00,12.3,38,25.9,0.095
2024-02-16T14:00,27.5,0.00,0.00,1016.5,1014.8,24140.00,11.0,41,27.5,0.095
2024-02-16T15:00,29.1,0.00,0.00,1017.3,1015.6,24140.00,14.4,58,29.8,0.095
2024-02-16T16:00,30.2,0.00,0.00,1017.1,1015.4,24140.00,15.1,65,32.0,0.095
2024-02-16T17:00,31.1,0.00,0.00,1017.1,1015.4,24140.00,16.8,62,33.1,0.095
2024-02-16T18:00,31.5,0.00,0.00,1015.7,1014.0,24140.00,18.5,61,34.2,0.095
2024-02-16T19:00,31.6,0.00,0.00,1014.8,1013.1,24140.00,20.8,60,34.8,0.095
2024-02-16T20:00,31.3,0.00,0.00,1013.4,1011.7,24140.00,22.2,58,34.8,0.095
2024-02-16T21:00,30.6,0.00,0.00,1012.9,1011.2,24140.00,23.3,55,34.2,0.095
2024-02-16T22:00,29.5,0.00,0.00,1013.0,1011.3,24140.00,23.9,53,33.0,0.095
2024-02-16T23:00,29.0,0.00,0.00,1013.4,1011.7,24140.00,21.2,55,31.9,0.095
2024-02-17T00:00,27.6,0.00,0.00,1014.1,1012.4,24140.00,20.3,53,30.0,0.095
2024-02-17T01:00,27.2,0.00,0.00,1014.6,1012.9,24140.00,19.0,53,29.0,0.095
2024-02-17T02:00,27.0,0.00,0.00,1015.4,1013.7,24140.00,18.6,54,28.4,0.095
2024-02-17T03:00,26.8,0.00,0.00,1015.6,1013.9,24140.00,17.6,55,28.0,0.095
2024-02-17T04:00,26.5,0.00,0.00,1015.5,1013.8,24140.00,16.8,55,27.8,0.095
2024-02-17T05:00,26.2,0.00,0.00,1015.6,1013.9,24140.00,14.1,58,27.5,0.095
2024-02-17T06:00,26.0,0.00,0.00,1015.1,1013.4,24140.00,13.8,51,27.2,0.095
2024-02-17T07:00,25.8,0.00,0.00,1014.9,1013.2,24140.00,13.0,44,27.0,0.095
2024-02-17T08:00,25.5,0.00,0.00,1014.0,1012.3,24140.00,12.3,38,26.7,0.095
2024-02-17T09:00,25.2,0.00,0.00,1013.6,1011.9,24140.00,11.7,34,26.4,0.095
2024-02-17T10:00,25.0,0.00,0.00,1013.2,1011.5,24140.00,11.0,32,26.1,0.095
2024-02-17T11:00,24.5,0.00,0.00,1013.8,1012.1,24140.00,12.1,30,25.6,0.095
2024-02-17T12:00,24.5,0.00,0.00,1013.9,1012.2,24140.00,10.7,33,25.5,0.095
2024-02-17T13:00,25.1,0.00,0.00,1014.8,1013.1,24140.00,9.7,31,25.7,0.095
2024-02-17T14:00,27.1,0.00,0.00,1015.5,1013.8,24140.00,9.2,39,27.3,0.094
2024-02-17T15:00,28.6,0.00,0.00,1015.9,1014.2,24140.00,10.6,55,29.5,0.094
2024-02-17T16:00,29.9,0.00,0.00,1015.7,1014.0,24140.00,10.8,60,31.6,0.094
2024-02-17T17:00,31.1,0.00,0.00,1015.2,1013.5,24140.00,13.0,56,33.0,0.094
2024-02-17T18:00,31.8,0.00,0.00,1014.4,1012.7,24140.00,15.5,62,34.2,0.094
2024-02-17T19:00,31.9,0.00,0.00,1013.2,1011.5,24140.00,17.7,66,34.8,0.094
2024-02-17T20:00,31.6,0.00,0.00,1012.4,1010.7,24140.00,19.1,68,34.8,0.094
2024-02-17T21:00,31.0,0.00,0.00,1011.6,1009.9,24140.00,19.7,66,34.2,0.094
2024-02-17T22:00,29.8,0.00,0.00,1011.7,1010.0,24140.00,19.6,64,33.1,0.094
2024-02-17T23:00,29.0,0.00,0.00,1011.9,1010.2,24140.00,18.8,61,32.0,0.094
2024-02-18T00:00,27.5,0.00,0.00,1012.6,1010.9,24140.00,17.9,62,30.0,0.094
2024-02-18T01:00,26.9,0.00,0.00,1013.5,1011.8,24140.00,16.9,63,28.8,0.094
2024-02-18T02:00,26.2,0.00,0.00,1014.0,1012.3,24140.00,15.6,67,28.0,0.094
2024-02-18T03:00,25.8,0.00,0.00,1014.3,1012.6,24140.00,14.5,71,27.4,0.094
2024-02-18T04:00,25.3,0.00,0.00,1014.2,1012.5,24140.00,12.7,75,26.9,0.094
2024-02-18T05:00,25.4,0.00,0.00,1014.5,1012.8,24140.00,10.6,72,26.6,0.094
2024-02-18T06:00,25.1,0.00,0.00,1014.1,1012.4,24140.00,9.3,77,26.2,0.094
2024-02-18T07:00,24.9,0.00,0.00,1013.3,1011.6,24140.00,6.3,66,25.9,0.094
2024-02-18T08:00,24.5,0.00,0.00,1012.5,1010.8,24140.00,5.4,53,25.5,0.094
2024-02-18T09:00,24.1,0.00,0.00,1012.1,1010.4,24140.00,5.4,42,25.1,0.094
2024-02-18T10:00,23.8,0.00,0.00,1012.2,1010.5,24140.00,5.2,25,24.9,0.094
2024-02-18T11:00,22.9,0.00,0.00,1012.8,1011.0,24140.00,3.6,6,24.5,0.094
2024-02-18T12:00,22.1,0.00,0.00,1013.3,1011.5,24140.00,2.9,7,24.3,0.094
2024-02-18T13:00,22.3,0.00,0.00,1014.2,1012.4,24140.00,2.2,351,24.4,0.094
2024-02-18T14:00,24.9,0.00,0.00,1015.3,1013.6,24140.00,1.3,326,25.8,0.094
2024-02-18T15:00,27.9,0.00,0.00,1015.8,1014.1,24140.00,4.7,99,28.2,0.094
2024-02-18T16:00,29.8,0.00,0.00,1015.5,1013.8,24140.00,7.4,104,31.0,0.094
2024-02-18T17:00,31.0,0.00,0.00,1015.5,1013.8,24140.00,9.4,97,32.5,0.094
2024-02-18T18:00,31.6,0.00,0.00,1014.0,1012.3,24140.00,11.6,95,33.7,0.094
2024-02-18T19:00,31.8,0.00,0.00,1013.0,1011.3,24140.00,14.4,94,34.2,0.094
2024-02-18T20:00,31.3,0.00,0.00,1011.4,1009.7,24140.00,16.5,100,34.2,0.094
2024-02-18T21:00,30.6,0.00,0.00,1011.1,1009.4,24140.00,17.9,99,33.7,0.094
2024-02-18T22:00,29.2,0.00,0.00,1010.8,1009.1,24140.00,18.6,100,32.5,0.094
2024-02-18T23:00,28.2,0.00,0.00,1011.2,1009.5,24140.00,16.7,96,31.1,0.094
2024-02-19T00:00,26.9,0.00,0.00,1012.0,1010.3,24140.00,17.1,98,29.2,0.094
2024-02-19T01:00,26.4,0.00,0.00,1013.2,1011.5,24140.00,16.7,96,28.1,0.094
2024-02-19T02:00,25.9,0.00,0.00,1013.9,1012.2,24140.00,15.5,95,27.5,0.094
2024-02-19T03:00,25.6,0.00,0.00,1014.3,1012.6,24140.00,15.3,99,27.0,0.094
2024-02-19T04:00,25.5,0.00,0.00,1014.2,1012.5,24140.00,15.7,106,26.8,0.094
2024-02-19T05:00,25.7,0.00,0.00,1014.5,1012.8,24140.00,14.3,100,26.9,0.094
2024-02-19T06:00,25.5,0.00,0.00,1013.7,1012.0,24140.00,14.1,103,26.6,0.094
2024-02-19T07:00,25.4,0.00,0.00,1013.5,1011.8,24140.00,11.6,106,26.4,0.094
2024-02-19T08:00,25.3,0.00,0.00,1012.8,1011.1,24140.00,8.7,107,26.1,0.094
2024-02-19T09:00,25.1,0.00,0.00,1012.8,1011.1,24140.00,6.7,106,25.8,0.093
2024-02-19T10:00,24.9,0.00,0.00,1012.7,1011.0,24140.00,5.4,98,25.5,0.093
2024-02-19T11:00,24.3,0.00,0.00,1013.1,1011.4,24140.00,1.8,101,25.1,0.093
2024-02-19T12:00,23.7,0.00,0.00,1013.9,1012.2,24140.00,0.8,117,24.8,0.093
2024-02-19T13:00,24.1,0.00,0.00,1014.7,1013.0,24140.00,1.8,191,25.0,0.093
2024-02-19T14:00,26.8,0.00,0.00,1015.5,1013.8,24140.00,3.2,180,26.8,0.093
2024-02-19T15:00,29.2,0.00,0.00,1015.6,1013.9,24140.00,10.7,140,29.2,0.093
2024-02-19T16:00,30.6,0.00,0.00,1015.2,1013.5,24140.00,12.2,137,31.5,0.093
2024-02-19T17:00,31.6,0.00,0.00,1014.9,1013.2,24140.00,12.5,141,33.0,0.093
2024-02-19T18:00,32.3,0.00,0.00,1013.8,1012.1,24140.00,13.4,144,34.2,0.093
2024-02-19T19:00,32.8,0.00,0.00,1013.0,1011.3,24140.00,14.3,141,35.0,0.093
2024-02-19T20:00,32.7,0.00,0.00,1011.7,1010.0,24140.00,15.5,134,35.2,0.093
2024-02-19T21:00,31.8,0.00,0.00,1011.1,1009.4,24140.00,17.2,127,34.7,0.093
2024-02-19T22:00,30.4,0.00,0.00,1011.2,1009.5,24140.00,18.3,122,33.5,0.093
2024-02-19T23:00,29.6,0.00,0.00,1011.4,1009.7,24140.00,15.5,126,32.5,0.093
2024-02-20T00:00,28.1,0.00,0.00,1012.4,1010.7,24140.00,14.0,125,30.4,0.093
2024-02-20T01:00,27.5,0.00,0.00,1013.3,1011.6,24140.00,15.3,124,29.1,0.093
2024-02-20T02:00,26.9,0.00,0.00,1014.1,1012.4,24140.00,16.1,119,28.2,0.093
2024-02-20T03:00,26.3,0.00,0.00,1014.4,1012.7,24140.00,13.7,120,27.6,0.093
2024-02-20T04:00,26.0,0.00,0.00,1014.1,1012.4,24140.00,12.4,126,27.1,0.093
2024-02-20T05:00,25.6,0.00,0.00,1014.0,1012.3,24140.00,10.1,117,26.9,0.093
2024-02-20T06:00,25.5,0.00,0.00,1013.4,1011.7,24140.00,8.5,126,26.5,0.093
2024-02-20T07:00,25.3,0.00,0.00,1013.2,1011.5,24140.00,6.6,135,26.2,0.093
2024-02-20T08:00,25.0,0.00,0.00,1012.6,1010.9,24140.00,4.7,148,26.0,0.093
2024-02-20T09:00,24.8,0.00,0.00,1012.5,1010.8,24140.00,5.0,159,25.8,0.093
2024-02-20T10:00,24.5,0.00,0.00,1012.3,1010.6,24140.00,5.5,169,25.5,0.093
2024-02-20T11:00,24.0,0.00,0.00,1012.8,1011.1,24140.00,7.3,200,25.2,0.093
2024-02-20T12:00,23.4,0.00,0.00,1013.5,1011.8,24140.00,8.9,220,25.0,0.093
2024-02-20T13:00,23.9,0.00,0.00,1014.6,1012.9,24140.00,9.1,236,25.1,0.093
2024-02-20T14:00,26.0,0.00,0.00,1015.6,1013.9,24140.00,4.7,247,26.8,0.093
2024-02-20T15:00,28.5,0.00,0.00,1015.7,1014.0,24140.00,6.5,186,29.4,0.093
2024-02-20T16:00,30.3,0.00,0.00,1015.2,1013.5,24140.00,5.9,166,32.0,0.093
2024-02-20T17:00,31.6,0.00,0.00,1014.7,1013.0,24140.00,9.4,140,33.6,0.093
2024-02-20T18:00,32.4,0.00,0.00,1013.4,1011.7,24140.00,12.2,133,34.8,0.093
2024-02-20T19:00,32.5,0.00,0.00,1012.4,1010.7,24140.00,14.8,133,35.3,0.093
2024-02-20T20:00,32.4,0.00,0.00,1011.5,1009.8,24140.00,15.5,134,35.3,0.093
2024-02-20T21:00,31.8,0.00,0.00,1010.8,1009.1,24140.00,15.8,133,34.9,0.093
2024-02-20T22:00,30.6,0.00,0.00,1010.9,1009.2,24140.00,16.5,134,33.8,0.093
2024-02-20T23:00,29.5,0.00,0.00,1010.8,1009.1,24140.00,15.5,138,32.2,0.093
2024-02-21T00:00,27.8,0.00,0.00,1011.8,1010.1,24140.00,17.3,138,30.2,0.093
2024-02-21T01:00,27.0,0.00,0.00,1012.5,1010.8,24140.00,16.8,138,28.9,0.093
2024-02-21T02:00,26.4,0.00,0.00,1013.4,1011.7,24140.00,16.8,137,28.1,0.093
2024-02-21T03:00,25.9,0.00,0.00,1013.5,1011.8,24140.00,16.5,136,27.5,0.093
2024-02-21T04:00,25.5,0.00,0.00,1013.3,1011.6,24140.00,16.8,137,27.0,0.092
2024-02-21T05:00,25.3,0.00,0.00,1013.6,1011.9,24140.00,14.3,139,26.7,0.092
2024-02-21T06:00,25.0,0.00,0.00,1012.7,1011.0,24140.00,12.4,150,26.3,0.092
2024-02-21T07:00,24.6,0.00,0.00,1012.1,1010.4,24140.00,10.4,166,25.8,0.092
2024-02-21T08:00,24.1,0.00,0.00,1011.4,1009.7,24140.00,9.1,189,25.5,0.092
2024-02-21T09:00,23.6,0.00,0.00,1011.1,1009.4,24140.00,8.6,213,25.2,0.092
2024-02-21T10:00,23.4,0.00,0.00,1011.2,1009.5,24140.00,8.7,232,25.1,0.092
2024-02-21T11:00,22.9,0.00,0.00,1011.9,1010.2,24140.00,10.0,229,24.8,0.099
2024-02-21T12:00,22.7,0.00,0.00,1012.5,1010.7,24140.00,11.2,220,24.6,0.099
2024-02-21T13:00,23.4,0.00,0.00,1013.1,1011.4,24140.00,11.8,230,24.8,0.099
2024-02-21T14:00,25.8,0.00,0.00,1013.9,1012.2,24140.00,9.0,241,26.4,0.099
2024-02-21T15:00,28.2,0.00,0.00,1014.2,1012.5,24140.00,11.4,215,28.8,0.099
2024-02-21T16:00,30.2,0.00,0.00,1014.1,1012.4,24140.00,9.5,205,31.2,0.099
2024-02-21T17:00,31.8,0.00,0.00,1013.4,1011.7,24140.00,10.1,184,33.1,0.099
2024-02-21T18:00,33.4,0.00,0.00,1012.1,1010.4,24140.00,11.9,166,34.8,0.098
2024-02-21T19:00,33.9,0.00,0.00,1011.1,1009.4,24140.00,13.8,152,35.8,0.098
2024-02-21T20:00,33.0,0.00,0.00,1010.0,1008.3,24140.00,17.6,139,35.7,0.098
2024-02-21T21:00,31.4,0.00,0.00,1009.4,1007.7,24140.00,20.7,139,34.5,0.098
2024-02-21T22:00,30.2,0.00,0.00,1009.1,1007.4,24140.00,21.7,140,33.2,0.098
2024-02-21T23:00,29.5,0.00,0.00,1009.3,1007.6,24140.00,21.6,136,32.5,0.098
2024-02-22T00:00,28.0,0.00,0.00,1009.9,1008.2,24140.00,21.2,138,30.4,0.098
2024-02-22T01:00,27.2,0.00,0.00,1010.7,1009.0,24140.00,18.7,146,29.1,0.098
2024-02-22T02:00,26.9,0.00,0.00,1011.5,1009.8,24140.00,17.7,147,28.4,0.098
2024-02-22T03:00,26.5,0.00,0.00,1011.8,1010.1,24140.00,16.3,149,28.0,0.098
2024-02-22T04:00,26.1,0.00,0.00,1011.9,1010.2,24140.00,15.3,153,27.5,0.098
2024-02-22T05:00,26.4,0.00,0.00,1011.9,1010.2,24140.00,13.9,159,27.4,0.098
2024-02-22T06:00,26.0,0.00,0.00,1011.6,1009.9,24140.00,12.7,165,27.0,0.098
2024-02-22T07:00,25.8,0.00,0.00,1011.2,1009.5,24140.00,12.3,173,26.7,0.098
2024-02-22T08:00,25.6,0.00,0.00,1010.6,1008.9,24140.00,11.9,177,26.6,0.098
2024-02-22T09:00,25.6,0.00,0.00,1010.4,1008.7,24140.00,11.9,183,26.6,0.098
2024-02-22T10:00,25.5,0.00,0.00,1010.5,1008.8,24140.00,11.2,195,26.5,0.098
2024-02-22T11:00,25.5,0.00,0.00,1011.0,1009.3,24140.00,10.0,221,26.5,0.098
2024-02-22T12:00,25.2,0.00,0.00,1012.3,1010.6,24140.00,10.5,232,26.4,0.098
2024-02-22T13:00,25.4,0.00,0.00,1013.4,1011.7,24140.00,11.1,241,26.5,0.098
2024-02-22T14:00,26.6,0.00,0.00,1014.4,1012.7,24140.00,9.0,233,27.5,0.098
2024-02-22T15:00,28.6,0.00,0.00,1014.6,1012.9,24140.00,12.6,204,29.4,0.098
2024-02-22T16:00,30.2,0.00,0.00,1014.2,1012.5,24140.00,17.0,185,31.5,0.098
2024-02-22T17:00,32.2,0.00,0.00,1013.1,1011.4,24140.00,15.9,183,34.0,0.098
2024-02-22T18:00,33.2,0.00,0.00,1012.0,1010.3,24140.00,16.3,174,36.0,0.098
2024-02-22T19:00,34.0,0.00,0.00,1010.7,1009.0,24140.00,15.4,169,37.6,0.098
2024-02-22T20:00,34.3,0.00,0.00,1009.6,1007.9,24140.00,17.9,155,37.9,0.098
2024-02-22T21:00,32.3,0.00,0.00,1008.9,1007.2,24140.00,26.0,146,36.8,0.098
2024-02-22T22:00,30.9,0.00,0.00,1009.2,1007.5,24140.00,27.5,153,35.2,0.098
2024-02-22T23:00,30.2,0.00,0.00,1009.2,1007.5,24140.00,23.1,159,33.8,0.098
2024-02-23T00:00,28.6,0.00,0.00,1009.7,1008.0,24140.00,22.7,153,31.6,0.098
2024-02-23T01:00,28.0,0.00,0.00,1010.6,1008.9,24140.00,22.1,146,30.2,0.098
2024-02-23T02:00,27.7,0.00,0.00,1011.5,1009.8,24140.00,21.7,144,29.5,0.097
2024-02-23T03:00,27.6,0.00,0.00,1012.1,1010.4,24140.00,20.8,143,29.0,0.097
2024-02-23T04:00,27.5,0.00,0.00,1011.9,1010.2,24140.00,20.8,143,28.8,0.097
2024-02-23T05:00,27.5,0.00,0.00,1011.9,1010.2,24140.00,19.9,139,28.7,0.097
2024-02-23T06:00,27.5,0.00,0.00,1011.6,1009.9,24140.00,18.4,145,28.5,0.097
2024-02-23T07:00,27.4,0.00,0.00,1011.2,1009.5,24140.00,15.8,159,28.4,0.097
2024-02-23T08:00,27.1,0.00,0.00,1010.9,1009.2,24140.00,13.0,182,28.2,0.097
2024-02-23T09:00,26.8,0.00,0.00,1010.5,1008.8,24140.00,11.9,194,28.0,0.097
2024-02-23T10:00,26.5,0.00,0.00,1010.8,1009.1,24140.00,12.5,198,27.8,0.097
2024-02-23T11:00,26.4,0.00,0.00,1011.5,1009.8,24140.00,12.2,204,27.6,0.097
2024-02-23T12:00,26.1,0.00,0.00,1012.1,1010.4,24140.00,12.0,213,27.4,0.097
2024-02-23T13:00,26.5,0.00,0.00,1013.0,1011.3,24140.00,11.2,225,27.5,0.097
2024-02-23T14:00,27.8,0.00,0.00,1013.8,1012.1,24140.00,10.9,214,28.7,0.097
2024-02-23T15:00,30.2,0.00,0.00,1014.1,1012.4,24140.00,15.9,198,31.2,0.097
2024-02-23T16:00,32.2,0.00,0.00,1013.6,1011.9,24140.00,16.1,190,34.1,0.097
2024-02-23T17:00,33.6,0.00,0.00,1012.3,1010.6,24140.00,14.4,177,36.0,0.097
2024-02-23T18:00,34.5,0.00,0.00,1011.0,1009.3,24140.00,14.3,168,37.0,0.097
2024-02-23T19:00,34.7,0.00,0.00,1009.8,1008.1,24140.00,16.1,151,37.3,0.096
2024-02-23T20:00,34.1,0.00,0.00,1008.9,1007.2,24140.00,19.5,146,37.2,0.096
2024-02-23T21:00,32.5,0.00,0.00,1008.5,1006.8,24140.00,23.0,145,36.6,0.096
2024-02-23T22:00,31.4,0.00,0.00,1008.9,1007.2,24140.00,24.5,147,35.3,0.096
2024-02-23T23:00,30.4,0.00,0.00,1008.5,1006.8,24140.00,25.2,146,33.7,0.096
2024-02-24T00:00,28.8,0.00,0.00,1008.8,1007.1,24140.00,25.8,147,31.7,0.096
2024-02-24T01:00,28.4,0.00,0.00,1009.7,1008.0,24140.00,23.0,148,30.5,0.096
2024-02-24T02:00,28.1,0.00,0.00,1010.9,1009.2,24140.00,21.9,144,30.0,0.096
2024-02-24T03:00,28.0,0.00,0.00,1011.3,1009.6,24140.00,20.6,144,29.6,0.096
2024-02-24T04:00,27.9,0.00,0.00,1011.4,1009.7,24140.00,18.6,139,29.4,0.096
2024-02-24T05:00,27.5,0.00,0.00,1011.7,1010.0,24140.00,16.6,131,29.0,0.096
2024-02-24T06:00,27.6,0.00,0.00,1011.3,1009.6,24140.00,15.8,135,29.0,0.096
2024-02-24T07:00,27.5,0.00,0.00,1010.6,1008.9,24140.00,12.5,141,28.9,0.096
2024-02-24T08:00,27.5,0.00,0.00,1010.1,1008.4,24140.00,12.9,144,28.7,0.096
2024-02-24T09:00,27.4,0.00,0.00,1010.1,1008.4,24140.00,12.6,143,28.5,0.096
2024-02-24T10:00,27.3,0.00,0.00,1010.2,1008.5,24140.00,11.3,153,28.4,0.096
2024-02-24T11:00,27.2,0.00,0.00,1010.9,1009.2,24140.00,11.0,157,28.2,0.101
2024-02-24T12:00,27.1,0.00,0.00,1011.4,1009.7,24140.00,11.9,155,28.0,0.101
2024-02-24T13:00,27.6,0.00,0.00,1012.5,1010.8,24140.00,11.9,155,28.2,0.100
2024-02-24T14:00,28.8,0.00,0.00,1013.5,1011.8,24140.00,16.1,153,29.3,0.100
2024-02-24T15:00,30.0,0.00,0.00,1014.1,1012.4,24140.00,17.1,152,30.8,0.100
2024-02-24T16:00,31.0,0.00,0.00,1014.1,1012.4,24140.00,17.9,152,32.5,0.100
